"country.name","country.code","year","ghg.emissions.indexed","ghg.emissions.per.capita.tonnes","agriculture.ghg.emissions.mio.tonnes","energy.ghg.emissions.mio.tonnes","industry.ghg.emissions.mio.tonnes","total.ghg.emissions.mio.tonnes","transport.ghg.emissions.mio.tonnes","waste.ghg.emissions.mio.tonnes","other.ghg.emissions.mio.tonnes","agriculture.ghg.emissions.national.share","energy.ghg.emissions.national.share","industry.ghg.emissions.national.share","transport.ghg.emissions.national.share","waste.ghg.emissions.national.share","other.ghg.emissions.national.share","agriculture.ghg.emissions.EU28.share","energy.ghg.emissions.EU28.share","industry.ghg.emissions.EU28.share","total.ghg.emissions.EU28.share","transport.ghg.emissions.EU28.share","waste.ghg.emissions.EU28.share","other.ghg.emissions.EU28.share"
"Portugal","PT","2002","144.6","8.5","7.2","25.5","7.6","85.6","20.2","6.4","18.7","0.0838","0.2981","0.0887","0.2361","0.0752","0.2182","0.016","0.0162","0.0174","0.0165","0.0212","0.0288","0.0836"
"Portugal","PT","2003","136.5","8","6.7","21","7.7","80.3","20.1","6.6","18.2","0.0836","0.2615","0.0955","0.2503","0.082","0.2271","0.0151","0.013","0.017","0.0152","0.0209","0.0303","0.0839"
"Portugal","PT","2004","142","8.3","6.8","22.5","8.4","83.3","20.1","6.6","19","0.0818","0.2698","0.1007","0.2406","0.0789","0.2282","0.0153","0.014","0.018","0.0158","0.0205","0.0315","0.0911"
"Portugal","PT","2005","145.3","8.5","6.8","25.5","8.4","85.6","19.8","6.5","18.6","0.0791","0.2981","0.0983","0.2315","0.0755","0.2174","0.0155","0.016","0.0181","0.0164","0.0202","0.032","0.0921"
"Portugal","PT","2006","137.8","8","6.7","22.5","8.2","80.9","19.9","6.4","17.1","0.0829","0.2788","0.1015","0.2458","0.0789","0.212","0.0154","0.014","0.0177","0.0155","0.0202","0.0326","0.0875"
"Portugal","PT","2007","134.3","7.8","6.8","19.9","9.1","78.6","19.5","6.2","17.1","0.087","0.2531","0.1153","0.2478","0.0794","0.2174","0.0156","0.0123","0.019","0.0152","0.0196","0.033","0.0903"
"Portugal","PT","2008","130.1","7.6","6.8","19.3","8.9","76.2","19.2","6","16","0.0891","0.2533","0.1163","0.2521","0.0794","0.2099","0.0156","0.0125","0.0197","0.0151","0.0198","0.0334","0.0883"
"Portugal","PT","2009","124.5","7.2","6.7","19.4","7.2","73","19.2","5.9","14.6","0.0917","0.2662","0.0981","0.2623","0.0814","0.2003","0.0156","0.0136","0.019","0.0156","0.0203","0.034","0.0835"
"Portugal","PT","2010","118.4","6.9","6.6","14.5","7.6","68.8","18.9","5.8","15.3","0.0963","0.2112","0.1107","0.2751","0.0844","0.2223","0.0156","0.01","0.0193","0.0144","0.0202","0.0346","0.0911"
"Portugal","PT","2011","116.7","6.8","6.6","16.5","7","67.4","17.6","5.7","14","0.0977","0.245","0.1043","0.2608","0.0852","0.207","0.0155","0.0116","0.018","0.0146","0.019","0.0354","0.0861"
"Portugal","PT","2012","113.7","6.6","6.6","17.5","6.8","65.6","16.2","5.5","12.9","0.1012","0.2666","0.1035","0.247","0.0845","0.1972","0.0157","0.0123","0.018","0.0144","0.0181","0.0351","0.0819"
"Portugal","PT","2013","110.9","6.5","6.6","15.2","7.3","63.7","15.8","5.4","13.4","0.1039","0.2392","0.1143","0.2484","0.0842","0.21","0.0156","0.0114","0.0194","0.0143","0.0178","0.0355","0.0885"
"Portugal","PT","2014","111.1","6.6","6.8","14.6","7.8","63.7","16.2","5.2","13.2","0.1061","0.2285","0.1218","0.2537","0.082","0.2077","0.0156","0.0116","0.0204","0.0148","0.018","0.0359","0.091"
"Portugal","PT","2015","118.3","7","6.8","18.4","7.9","67.7","16.3","4.9","13.5","0.0999","0.2716","0.1159","0.2408","0.0721","0.1997","0.0156","0.0148","0.0208","0.0157","0.0179","0.0341","0.0945"
"Portugal","PT","2016","115.8","6.9","6.8","17.4","7.3","65.9","16.8","4.7","12.9","0.1029","0.2638","0.1108","0.2546","0.0717","0.1961","0.0156","0.0145","0.0196","0.0153","0.018","0.0337","0.0923"
"Portugal","PT","2017","114.3","6.6","8.3","15.9","6.3","67.5","15.4","8.8","12.7","0.1236","0.2355","0.093","0.2286","0.1309","0.1885","0.0193","0.0135","0.0167","0.016","0.0172","0.0675","0.0972"
"Portugal","PT","2018","111.7","6.4","8.3","14.7","6.4","66","15.3","8.6","12.7","0.1254","0.2232","0.0966","0.2318","0.131","0.192","0.0192","0.0128","0.017","0.0159","0.0171","0.0686","0.1005"
"Portugal","PT","2020","106.7","6.2","8.1","12.4","6.6","63","15","8.3","12.6","0.1291","0.1971","0.1045","0.2386","0.1311","0.1995","0.0189","0.0113","0.0177","0.0155","0.0169","0.0702","0.1068"
"Portugal","PT","2025","99.4","5.8","7.9","10.2","5.7","58.7","14.9","7.6","12.4","0.1348","0.1739","0.0974","0.2534","0.129","0.2115","0.0183","0.0098","0.0162","0.0149","0.0169","0.0716","0.1175"
"Portugal","PT","2030","94.5","5.7","7.2","8.4","6","55.8","14.7","7","12.5","0.1297","0.1506","0.1069","0.2641","0.1251","0.2237","0.0168","0.0086","0.0176","0.0146","0.0166","0.0706","0.1263"
"Portugal","PT","2035","88","5.4","6.9","6.3","5.5","52","14.6","6.3","12.4","0.1321","0.1217","0.1052","0.2806","0.1217","0.2387","0.0159","0.0069","0.0163","0.0139","0.0164","0.0693","0.1359"
"Romania","RO","1990","100","10.7","35.7","70.9","31.7","248.1","12.4","5","92.3","0.1437","0.286","0.1276","0.0501","0.0202","0.3723","0.0656","0.0423","0.0612","0.0439","0.0157","0.0209","0.3841"
"Romania","RO","1991","82.3","8.9","28.5","65.6","23","205","10.6","4.9","72.2","0.1393","0.3202","0.1121","0.0519","0.0241","0.3524","0.0557","0.04","0.0476","0.0369","0.0133","0.0202","0.296"
"Romania","RO","1992","75.8","8.2","25.4","60.1","19.9","191","10.9","4.9","69.8","0.1329","0.3147","0.1042","0.0571","0.0255","0.3655","0.0519","0.038","0.0429","0.0355","0.0132","0.0198","0.2837"
"Romania","RO","1993","72","7.8","25.5","59.2","20.5","182.1","8.7","4.9","63.3","0.1398","0.3253","0.1123","0.048","0.0269","0.3477","0.0533","0.0391","0.0449","0.0345","0.0106","0.0198","0.2563"
"Romania","RO","1994","70.5","7.7","24.2","61.1","20.5","180.2","9.3","4.9","60.1","0.1343","0.3393","0.1138","0.0516","0.0274","0.3336","0.0514","0.0402","0.0424","0.0343","0.0111","0.02","0.2437"
"Romania","RO","1995","73.2","8","24.2","63.4","23.7","187.2","8.6","5.2","62.2","0.1294","0.3389","0.1264","0.0457","0.0276","0.3321","0.0513","0.0416","0.0475","0.0353","0.0101","0.0208","0.2512"
"Romania","RO","1996","74.2","8.1","23.4","65.1","23.1","189.6","12","5.2","60.8","0.1234","0.3436","0.1217","0.0632","0.0275","0.3206","0.0494","0.0419","0.0462","0.035","0.0137","0.0212","0.2464"
"Romania","RO","1997","69.3","7.6","21.9","60.6","21.4","186","12.2","5.3","64.6","0.1175","0.3258","0.115","0.0658","0.0284","0.3474","0.0464","0.0402","0.0424","0.0349","0.0138","0.0217","0.2653"
"Romania","RO","1998","62","6.8","21","51.2","20.2","166.8","11.5","5.3","57.6","0.1258","0.3067","0.1213","0.0692","0.0315","0.3455","0.0448","0.0335","0.0419","0.0316","0.0126","0.0219","0.24"
"Romania","RO","1999","54.7","6","19.7","42.7","17.6","147.9","9.6","5.3","53","0.1335","0.2885","0.1188","0.0647","0.036","0.3585","0.0423","0.0288","0.0397","0.0286","0.0103","0.0227","0.2258"
"Romania","RO","2000","57","6.3","19","45.5","18.9","143.1","9.9","5.3","44.5","0.133","0.318","0.1317","0.0693","0.0371","0.3111","0.0413","0.0301","0.0414","0.0277","0.0107","0.0229","0.1924"
"Romania","RO","2001","59.8","6.7","19.2","47.5","18.3","146.2","11.9","5.3","44","0.1311","0.3247","0.1251","0.0817","0.0366","0.3008","0.0421","0.0305","0.0415","0.028","0.0127","0.0235","0.1934"
"Romania","RO","2002","59.3","6.8","19.5","46.2","19.2","148.9","12.3","5.3","46.4","0.1308","0.3101","0.1288","0.0826","0.0359","0.3118","0.0435","0.0294","0.0439","0.0287","0.0129","0.0239","0.2077"
"Romania","RO","2003","61.2","7","20","48.5","19.9","153.7","13","5.6","46.8","0.1303","0.3155","0.1294","0.0842","0.0363","0.3041","0.0451","0.0299","0.0442","0.0292","0.0135","0.0257","0.2151"
"Romania","RO","2004","60.9","7","20.9","43.2","22.1","152.5","13.6","5.7","47.1","0.137","0.2832","0.1448","0.0889","0.0371","0.3091","0.047","0.0268","0.0473","0.029","0.0138","0.0271","0.2257"
"Romania","RO","2005","59.9","7","21.1","43.3","22","151.4","12.6","5.7","46.6","0.1397","0.2858","0.1456","0.0831","0.0376","0.3082","0.0483","0.0271","0.0473","0.0289","0.0129","0.0282","0.2309"
"Romania","RO","2006","60.6","7.1","21.2","44.8","21.5","152.1","13.1","5.5","46.1","0.1391","0.2943","0.1414","0.0859","0.0362","0.303","0.0487","0.0278","0.0463","0.0292","0.0132","0.0281","0.2353"
"Romania","RO","2007","62","7.3","21.3","48","21.7","153.1","13.7","5.6","42.8","0.1388","0.3133","0.1418","0.0896","0.0366","0.2798","0.0487","0.0296","0.0456","0.0297","0.0138","0.0296","0.2266"
"Romania","RO","2008","60","7.2","20.9","47.4","18.4","149.6","15.4","5.5","41.9","0.1397","0.3171","0.1233","0.1029","0.0371","0.2799","0.0482","0.0306","0.0409","0.0296","0.0159","0.0306","0.2311"
"Romania","RO","2009","51.8","6.3","20.3","39.3","12.3","129.6","15.2","5.5","37.1","0.1565","0.3033","0.0946","0.1171","0.0426","0.2859","0.0474","0.0276","0.0326","0.0277","0.0161","0.0315","0.2116"
"Romania","RO","2010","49.6","6.1","18.1","36.9","14.1","123.9","14.2","5.6","35","0.146","0.2978","0.1141","0.1149","0.0451","0.2822","0.0427","0.0254","0.0359","0.0259","0.0152","0.0333","0.2083"
"Romania","RO","2011","51.8","6.4","18.4","40.5","14.8","129.2","14.4","5","36.1","0.142","0.3134","0.1147","0.1112","0.0389","0.2797","0.0433","0.0284","0.038","0.0279","0.0155","0.0311","0.223"
"Romania","RO","2012","50.6","6.2","18.2","36.9","13.5","125.9","15.2","5.6","36.4","0.1444","0.2933","0.1073","0.1211","0.0446","0.2893","0.0431","0.026","0.0358","0.0276","0.017","0.0356","0.2307"
"Romania","RO","2013","46.8","5.8","18.8","30.3","11.7","116.3","15.1","5.9","34.5","0.1616","0.2606","0.1009","0.1295","0.0506","0.2968","0.0442","0.0226","0.0313","0.026","0.017","0.0389","0.2284"
"Romania","RO","2014","46.9","5.8","18.9","30.2","12.4","116.3","15.6","5.9","33.4","0.1622","0.2595","0.1069","0.1341","0.0504","0.2869","0.0436","0.024","0.0326","0.0271","0.0174","0.0403","0.2294"
"Romania","RO","2015","47.2","5.9","19.2","29.3","12.6","116.5","15.7","5.9","33.7","0.165","0.2518","0.1085","0.1349","0.0503","0.2895","0.0443","0.0236","0.0335","0.0269","0.0172","0.0409","0.2355"
"Romania","RO","2016","45.8","5.8","19.2","27","12.8","114.3","16.8","5.9","32.6","0.1678","0.2359","0.1123","0.1473","0.0512","0.2855","0.0441","0.0225","0.0343","0.0266","0.018","0.0418","0.2328"
"Romania","RO","2017","47.1","6","18.9","29.2","12","116.9","16.5","5.5","34.8","0.1618","0.2499","0.1026","0.1412","0.0473","0.2972","0.0437","0.0247","0.0319","0.0278","0.0184","0.0422","0.2655"
"Romania","RO","2018","47.3","6","19","29","12.3","117.4","16.9","5.4","34.8","0.1622","0.2468","0.1044","0.1442","0.0462","0.2962","0.044","0.0252","0.0327","0.0282","0.0189","0.043","0.2756"
"Romania","RO","2020","47.7","6.1","19.2","28.5","12.7","118.2","17.8","5.2","34.8","0.1628","0.2409","0.1075","0.1503","0.0442","0.2943","0.0446","0.026","0.0341","0.029","0.0199","0.0443","0.2953"
"Romania","RO","2025","48","6.4","20.6","24.2","13.9","119","19.3","4.6","36.4","0.1728","0.2032","0.1169","0.1619","0.039","0.3062","0.0477","0.0232","0.0393","0.0302","0.0218","0.0439","0.3445"
"Romania","RO","2030","50.9","7","21.9","27.1","14.8","126.3","20.3","4.3","38","0.1737","0.2142","0.117","0.1603","0.0342","0.3005","0.0509","0.0276","0.0435","0.033","0.0228","0.0437","0.3836"
"Romania","RO","2035","52.8","7.5","23.4","27.2","15.6","130.9","20.9","4.1","39.7","0.1784","0.2081","0.1189","0.1599","0.0312","0.3035","0.0542","0.0298","0.0462","0.0351","0.0235","0.0446","0.4348"
"Slovakia","SK","1990","100","14","5.9","19","9.8","73.4","6.8","1.4","30.5","0.0806","0.2584","0.133","0.093","0.0195","0.4156","0.0109","0.0113","0.0189","0.013","0.0086","0.0059","0.1268"
"Slovakia","SK","1991","87.1","12.2","5.1","15.9","7.6","64","5.8","1.4","28.2","0.0795","0.2492","0.1182","0.0906","0.0224","0.4402","0.0099","0.0097","0.0157","0.0115","0.0072","0.0059","0.1154"
"Slovakia","SK","1992","79.6","11.1","4.2","13.9","7.2","58.5","5.2","1.4","26.6","0.072","0.2377","0.123","0.0892","0.0242","0.4539","0.0086","0.0088","0.0155","0.0109","0.0063","0.0058","0.108"
"Slovakia","SK","1993","74.9","10.4","3.6","12.7","8.2","55","5","1.4","24.1","0.0655","0.231","0.1495","0.0901","0.0257","0.4382","0.0076","0.0084","0.0181","0.0104","0.006","0.0057","0.0976"
"Slovakia","SK","1994","71.3","9.9","3.4","11.9","8.4","52.6","4.8","1.4","22.7","0.0648","0.2271","0.1604","0.0905","0.0263","0.4309","0.0072","0.0078","0.0175","0.01","0.0057","0.0056","0.092"
"Slovakia","SK","1995","73","10.1","3.5","11.7","9.4","53.2","5.5","1.4","21.7","0.0656","0.2206","0.176","0.1033","0.0259","0.4086","0.0074","0.0077","0.0188","0.01","0.0065","0.0056","0.0879"
"Slovakia","SK","1996","73.5","10.1","3.4","11.8","9.7","53.2","5.7","1.4","21.2","0.0648","0.2214","0.1822","0.1077","0.026","0.3979","0.0073","0.0076","0.0194","0.0098","0.0066","0.0056","0.0858"
"Slovakia","SK","1997","73.2","10.1","3.4","11.6","9.7","53","5.8","1.4","21.1","0.0638","0.219","0.1836","0.1096","0.0263","0.3978","0.0072","0.0077","0.0193","0.01","0.0066","0.0057","0.0866"
"Slovakia","SK","1998","71.2","9.8","3.1","11.6","9.9","52.4","6.1","1.4","20.3","0.0592","0.2213","0.1884","0.1165","0.0269","0.3878","0.0066","0.0076","0.0205","0.0099","0.0067","0.0059","0.0847"
"Slovakia","SK","1999","69.5","9.5","2.9","11.8","9.5","51.1","6","1.4","19.6","0.0559","0.2306","0.1857","0.1166","0.0276","0.3836","0.0061","0.008","0.0214","0.0099","0.0064","0.006","0.0836"
"Slovakia","SK","2000","67","9.2","2.7","12.1","8.6","49.2","5.7","1.4","18.6","0.0557","0.2458","0.1747","0.1164","0.0289","0.3786","0.0059","0.008","0.0189","0.0095","0.0062","0.0061","0.0805"
"Slovakia","SK","2001","70.4","9.7","2.9","13.2","8.8","51.5","6.1","1.4","19","0.0554","0.2572","0.1703","0.1194","0.0277","0.37","0.0063","0.0085","0.0199","0.0099","0.0065","0.0063","0.0838"
"Slovakia","SK","2002","67.8","9.3","2.9","12.4","9.8","50.1","6.2","1.4","17.4","0.0573","0.2482","0.1958","0.1229","0.0286","0.3471","0.0064","0.0079","0.0225","0.0097","0.0065","0.0064","0.0779"
"Slovakia","SK","2003","68.3","9.4","2.7","13","9.4","50.4","6.1","1.4","17.8","0.0538","0.2579","0.1867","0.1206","0.0286","0.3524","0.0061","0.008","0.0209","0.0096","0.0063","0.0066","0.0817"
"Slovakia","SK","2004","69.3","9.6","2.5","12.7","10.7","51.1","6.8","1.5","16.9","0.0496","0.2476","0.2093","0.1334","0.0286","0.3314","0.0057","0.0079","0.0229","0.0097","0.007","0.007","0.0811"
"Slovakia","SK","2005","69.3","9.5","2.5","11.7","10.2","51.1","7.7","1.5","17.5","0.0498","0.2294","0.1987","0.1505","0.0287","0.3429","0.0058","0.0073","0.0218","0.0098","0.0079","0.0073","0.0868"
"Slovakia","SK","2006","69","9.5","2.4","11.2","11","51","6.8","1.5","18","0.0479","0.2197","0.216","0.1341","0.0298","0.3525","0.0056","0.007","0.0237","0.0098","0.0069","0.0078","0.0918"
"Slovakia","SK","2007","66.5","9.2","2.5","10.4","10.9","49.2","7.5","1.5","16.4","0.0498","0.212","0.2207","0.1533","0.0302","0.3339","0.0056","0.0064","0.0228","0.0095","0.0076","0.0079","0.087"
"Slovakia","SK","2008","67.3","9.3","2.4","10.5","10.8","49.7","7.9","1.5","16.6","0.0492","0.2111","0.2163","0.1589","0.0302","0.3343","0.0056","0.0068","0.0239","0.0098","0.0081","0.0083","0.0917"
"Slovakia","SK","2009","61.4","8.4","2.3","9.4","9.2","45.4","7","1.5","16","0.0504","0.2071","0.2022","0.1542","0.0339","0.3521","0.0054","0.0066","0.0244","0.0097","0.0074","0.0088","0.0913"
"Slovakia","SK","2010","62.7","8.6","2.3","9.1","9.5","46.3","7.5","1.6","16.3","0.0498","0.1971","0.2055","0.1614","0.0337","0.3525","0.0055","0.0063","0.0241","0.0097","0.008","0.0093","0.0972"
"Slovakia","SK","2011","61.3","8.4","2.4","9.2","9.1","45.5","7.1","1.6","16.1","0.0521","0.2028","0.2001","0.1559","0.0351","0.354","0.0056","0.0065","0.0234","0.0098","0.0077","0.0099","0.0995"
"Slovakia","SK","2012","58.3","8","2.5","8.8","9","43.1","7","1.6","14.1","0.0569","0.2048","0.2097","0.1621","0.038","0.3284","0.0058","0.0062","0.0239","0.0094","0.0078","0.0104","0.0895"
"Slovakia","SK","2013","57.7","7.9","2.5","8.3","8.7","42.7","6.8","1.6","14.7","0.0592","0.1938","0.2047","0.1603","0.0379","0.3441","0.0059","0.0062","0.0233","0.0096","0.0077","0.0107","0.0973"
"Slovakia","SK","2014","54.8","7.5","2.7","7.1","9","40.7","6.6","1.6","13.7","0.0654","0.1749","0.2205","0.1621","0.0404","0.3367","0.0061","0.0057","0.0235","0.0095","0.0074","0.0113","0.0941"
"Slovakia","SK","2015","55.4","7.6","2.5","7.6","9.2","41.6","7.3","1.7","13.3","0.0607","0.1831","0.2204","0.1749","0.0406","0.3203","0.0058","0.0061","0.0244","0.0096","0.008","0.0118","0.0932"
"Slovakia","SK","2016","55.6","7.6","2.6","7.5","9.4","42.2","7.5","1.7","13.4","0.0626","0.1789","0.2225","0.1788","0.0392","0.318","0.0061","0.0063","0.0251","0.0098","0.0081","0.0118","0.0957"
"Slovakia","SK","2017","54.8","7.4","3","6.5","9","40.2","6.9","1.5","13.5","0.0748","0.1606","0.2226","0.1704","0.0366","0.335","0.0069","0.0055","0.0238","0.0096","0.0076","0.0112","0.1029"
"Slovakia","SK","2018","55.1","7.4","3","6.5","9","40.4","6.9","1.5","13.6","0.0741","0.1609","0.2217","0.1709","0.0366","0.3358","0.0069","0.0057","0.0239","0.0097","0.0077","0.0117","0.1075"
"Slovakia","SK","2020","55","7.4","3","6.2","8.9","40.3","7","1.5","13.8","0.0738","0.1532","0.2209","0.1738","0.0369","0.3414","0.0069","0.0056","0.0239","0.0099","0.0079","0.0126","0.1169"
"Slovakia","SK","2025","55","7.4","2.8","6.1","8.9","40.4","7.5","1.5","13.6","0.0683","0.1509","0.2216","0.1854","0.0372","0.3366","0.0064","0.0058","0.0253","0.0103","0.0085","0.0142","0.1285"
"Slovakia","SK","2030","55.5","7.5","2.7","5.9","9.2","40.7","8","1.5","13.5","0.0656","0.1452","0.2266","0.1961","0.036","0.3306","0.0062","0.006","0.0272","0.0107","0.009","0.0148","0.1361"
"Slovakia","SK","2035","55.8","7.6","2.7","5.7","9.6","40.9","8.2","1.4","13.3","0.0652","0.1389","0.2348","0.2011","0.0345","0.3256","0.0062","0.0062","0.0286","0.011","0.0092","0.0154","0.1459"
"Slovenia","SI","1990","100","9.3","1.8","6.4","1.4","18.6","2.7","0.8","5.5","0.0988","0.342","0.0747","0.1463","0.0406","0.2975","0.0034","0.0038","0.0027","0.0033","0.0034","0.0031","0.0231"
"Slovenia","SI","1991","92.9","8.7","1.7","5.4","1.1","17.3","2.6","0.8","5.8","0.0998","0.3136","0.062","0.1487","0.0435","0.3324","0.0034","0.0033","0.0022","0.0031","0.0032","0.0031","0.0236"
"Slovenia","SI","1992","93.5","8.7","1.8","6","1.1","17.4","2.7","0.7","5.1","0.1061","0.3424","0.0611","0.1523","0.0425","0.2956","0.0038","0.0038","0.0023","0.0032","0.0032","0.003","0.0209"
"Slovenia","SI","1993","94.5","8.9","1.7","5.8","0.9","17.6","3.1","0.7","5.4","0.0989","0.3266","0.0507","0.1746","0.0422","0.3072","0.0037","0.0038","0.002","0.0033","0.0037","0.003","0.0219"
"Slovenia","SI","1994","96.6","9.1","1.8","5.5","1.1","18","3.4","0.8","5.5","0.0976","0.3072","0.0593","0.1898","0.0424","0.3037","0.0037","0.0036","0.0022","0.0034","0.0041","0.0031","0.0222"
"Slovenia","SI","1995","100.6","9.4","1.8","5.7","1.1","18.7","3.8","0.8","5.6","0.0938","0.3058","0.0573","0.2025","0.0415","0.299","0.0037","0.0038","0.0022","0.0035","0.0045","0.0031","0.0226"
"Slovenia","SI","1996","104","9.8","1.7","5.3","1.1","19.4","4.4","0.8","6.1","0.0879","0.2752","0.0555","0.2276","0.04","0.3139","0.0036","0.0034","0.0022","0.0036","0.005","0.0031","0.0246"
"Slovenia","SI","1997","105.9","10","1.7","5.7","1.1","19.7","4.5","0.8","5.9","0.0843","0.2917","0.0565","0.2267","0.0405","0.3002","0.0035","0.0038","0.0022","0.0037","0.005","0.0033","0.0243"
"Slovenia","SI","1998","104.5","9.9","1.7","6","1.1","19.5","3.9","0.8","6","0.0873","0.3077","0.0561","0.1981","0.0424","0.3085","0.0036","0.0039","0.0023","0.0037","0.0042","0.0034","0.025"
"Slovenia","SI","1999","101.2","9.5","1.7","5.3","1.1","18.8","3.7","0.8","6.2","0.0909","0.2808","0.0593","0.1946","0.0447","0.3297","0.0037","0.0036","0.0025","0.0036","0.0039","0.0036","0.0265"
"Slovenia","SI","2000","102.5","9.6","1.8","5.6","1.2","19.1","3.8","0.9","5.8","0.0944","0.2933","0.0609","0.1996","0.0453","0.3064","0.0039","0.0037","0.0026","0.0037","0.0041","0.0037","0.0253"
"Slovenia","SI","2001","107.4","10.1","1.8","6.3","1.2","20","3.9","0.9","5.9","0.089","0.3157","0.0609","0.1965","0.0444","0.2935","0.0039","0.0041","0.0028","0.0038","0.0042","0.0039","0.0258"
"Slovenia","SI","2002","108.5","10.2","1.8","6.6","1.2","20.2","3.9","0.9","5.8","0.091","0.3254","0.0608","0.1909","0.0442","0.2877","0.0041","0.0042","0.0028","0.0039","0.004","0.004","0.026"
"Slovenia","SI","2003","106.9","10","1.7","6.3","1.3","19.9","4","0.9","5.7","0.0878","0.3161","0.0652","0.2006","0.0453","0.2852","0.0039","0.0039","0.0029","0.0038","0.0042","0.0041","0.0261"
"Slovenia","SI","2004","108.7","10.2","1.7","6.4","1.4","20.2","4.1","0.9","5.7","0.0837","0.3176","0.0668","0.2049","0.0434","0.2836","0.0038","0.004","0.0029","0.0038","0.0042","0.0042","0.0275"
"Slovenia","SI","2005","110.4","10.3","1.7","6.4","1.4","20.5","4.4","0.8","5.7","0.0833","0.3142","0.0695","0.2152","0.0413","0.2764","0.0039","0.004","0.0031","0.0039","0.0045","0.0042","0.0281"
"Slovenia","SI","2006","111.4","10.4","1.7","6.5","1.5","20.7","4.6","0.8","5.6","0.0825","0.3141","0.071","0.2239","0.0396","0.2689","0.0039","0.004","0.0032","0.004","0.0047","0.0042","0.0284"
"Slovenia","SI","2007","112.4","10.4","1.8","6.7","1.5","20.8","5.2","0.8","4.9","0.0846","0.3226","0.0708","0.2503","0.0374","0.2343","0.004","0.0042","0.0031","0.004","0.0052","0.0041","0.0258"
"Slovenia","SI","2008","116.3","10.7","1.7","6.5","1.3","21.6","6.1","0.7","5.2","0.0782","0.3012","0.0621","0.2846","0.0323","0.2415","0.0039","0.0042","0.003","0.0043","0.0063","0.0039","0.0288"
"Slovenia","SI","2009","105.6","9.7","1.7","6.2","1","19.6","5.3","0.6","4.7","0.0866","0.3168","0.0513","0.271","0.0326","0.2417","0.004","0.0044","0.0027","0.0042","0.0056","0.0036","0.0271"
"Slovenia","SI","2010","105.7","9.6","1.7","6.3","1","19.6","5.3","0.6","4.7","0.0849","0.323","0.0513","0.2677","0.0321","0.2409","0.0039","0.0044","0.0026","0.0041","0.0056","0.0038","0.0282"
"Slovenia","SI","2011","105.7","9.6","1.6","6.4","1","19.6","5.7","0.6","4.3","0.0839","0.3239","0.052","0.2899","0.0323","0.218","0.0039","0.0045","0.0026","0.0042","0.0061","0.0039","0.0264"
"Slovenia","SI","2012","102.7","9.3","1.6","6.1","1","19.1","5.8","0.6","4","0.0856","0.3175","0.0549","0.3024","0.0323","0.2072","0.0039","0.0043","0.0028","0.0042","0.0064","0.0039","0.025"
"Slovenia","SI","2013","98.9","9","1.6","5.8","1.1","18.4","5.5","0.6","3.8","0.088","0.3145","0.0604","0.2974","0.0325","0.2072","0.0038","0.0043","0.003","0.0041","0.0061","0.0039","0.0252"
"Slovenia","SI","2014","89.6","8.1","1.7","4.4","1.1","16.6","5.4","0.6","3.4","0.1","0.2675","0.0691","0.324","0.0339","0.2054","0.0038","0.0035","0.003","0.0039","0.006","0.0039","0.0235"
"Slovenia","SI","2015","90.7","8.2","1.7","4.6","1.1","16.8","5.4","0.6","3.5","0.1011","0.2712","0.0679","0.3188","0.0344","0.2066","0.0039","0.0037","0.003","0.0039","0.0059","0.004","0.0243"
"Slovenia","SI","2016","95.2","8.6","1.7","4.9","1.1","17.7","5.7","0.6","3.6","0.0974","0.2788","0.0647","0.3243","0.0323","0.2025","0.004","0.0041","0.0031","0.0041","0.0061","0.0041","0.0255"
"Slovenia","SI","2017","95.8","8.6","1.8","5.4","1.3","17.8","5.3","0.5","3.6","0.1028","0.3013","0.0704","0.2983","0.0271","0.2002","0.0042","0.0046","0.0033","0.0042","0.0059","0.0037","0.0273"
"Slovenia","SI","2018","95.9","8.6","1.9","5.4","1.3","17.9","5.4","0.5","3.6","0.1039","0.2994","0.0716","0.2996","0.0263","0.1992","0.0043","0.0047","0.0034","0.0043","0.006","0.0037","0.0282"
"Slovenia","SI","2020","95.9","8.6","1.9","5.3","1.3","17.9","5.4","0.4","3.5","0.1065","0.2947","0.0732","0.3028","0.025","0.1977","0.0044","0.0048","0.0035","0.0044","0.0061","0.0038","0.03"
"Slovenia","SI","2025","92.1","8.3","1.9","4.6","1.3","17.2","5.4","0.4","3.5","0.1114","0.2705","0.0765","0.3139","0.0234","0.2042","0.0044","0.0044","0.0037","0.0044","0.0061","0.0038","0.0331"
"Slovenia","SI","2030","87.2","7.8","1.9","4","1.3","16.3","5.2","0.4","3.5","0.1182","0.2438","0.0782","0.3213","0.0228","0.2157","0.0045","0.004","0.0037","0.0042","0.0059","0.0037","0.0354"
"Slovenia","SI","2035","82","7.4","1.9","3.6","1.2","15.3","4.7","0.3","3.5","0.1257","0.2324","0.0803","0.3095","0.0225","0.2296","0.0045","0.0039","0.0036","0.0041","0.0053","0.0038","0.0384"
"Spain","ES","1990","100","7.5","36.3","78.9","29.7","288.5","58.7","9.3","75.6","0.1258","0.2735","0.103","0.2033","0.0323","0.2621","0.0668","0.0471","0.0574","0.0511","0.0739","0.0387","0.3145"
"Spain","ES","1991","102.7","7.7","35","79.3","28.1","296.2","62.1","9.5","82.2","0.1181","0.2678","0.095","0.2095","0.0321","0.2775","0.0683","0.0483","0.0583","0.0533","0.0775","0.039","0.3369"
